name,affiliation,homepage,scholarid,orcid
P. Sateesh Kumar,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/People+Faculty+drpskfec.html,jc0x_v8AAAAJ,0000-0000-0000-0000
P. Sreenivasa Kumar 0001,IIT Madras,http://www.cse.iitm.ac.in/~psk,FbCn7fkAAAAJ,0000-0000-0000-0000
P. Takis Mathiopoulos,University of Athens,http://gain.di.uoa.gr/index.php/the-group-members/faculty-members/p-takis-mathiopoulos,NOSCHOLARPAGE,0000-0000-0000-0000
P. Thomas Fletcher,University of Virginia,https://engineering.virginia.edu/faculty/tom-fletcher,7pRRhkkAAAAJ,0000-0000-0000-0000
P. Ubaidulla,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/pubaidulla,JpIWSI4AAAAJ,0000-0000-0000-0000
P. V. Skums,Georgia State University,http://alan.cs.gsu.edu/compbel,h5ZxsFAAAAAJ,0000-0000-0000-0000
P. Vassalos,AUEB,http://pubs.dbs.uni-leipzig.de/aa/aff/Greece/Athens/Athens%20University%20of%20Economics%20and%20Business,NOSCHOLARPAGE,0000-0000-0000-0000
P. Venkata Subba Reddy 0001,National Inst. of Tech. Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16338,LSGPBhoAAAAJ,0000-0000-0000-0000
P. Vijay Kumar,IISc Bangalore,http://ece.iisc.ernet.in/~vijay,Wx5neQQAAAAJ,0000-0000-0000-0000
Pabitra Mitra,IIT Kharagpur,http://cse.iitkgp.ac.in/~pabitra,5bXSZPYAAAAJ,0000-0000-0000-0000
Pablo A. Parrilo,Massachusetts Inst. of Technology,http://www.mit.edu/~parrilo,s_IPfEYAAAAJ,0000-0000-0000-0000
Pablo Alejandro Figueroa,Universidad de los Andes,https://profesores.virtual.uniandes.edu.co/pfiguero/es/inicio,1pVmx_4AAAAJ,0000-0000-0000-0000
Pablo Andrés Arbeláez,Universidad de los Andes,https://biomedicalcomputervision.uniandes.edu.co,k0nZO90AAAAJ,0000-0001-5244-2407
Pablo Arbelaez,Universidad de los Andes,https://biomedicalcomputervision.uniandes.edu.co,k0nZO90AAAAJ,0000-0000-0000-0000
Pablo Arbeláez,Universidad de los Andes,https://biomedicalcomputervision.uniandes.edu.co,k0nZO90AAAAJ,0000-0001-5244-2407
Pablo Barceló,UC Chile,https://pbarcelo.ing.uc.cl,iVGrHpgAAAAJ,0000-0003-2293-2653
Pablo Barceló Baeza,UC Chile,https://pbarcelo.ing.uc.cl,iVGrHpgAAAAJ,0000-0003-2293-2653
Pablo Cesar,TU Delft,https://www.pablocesar.me,guRMl5IAAAAJ,0000-0000-0000-0000
Pablo E. Paredes,Univ. of Maryland - College Park,https://www.umiacs.umd.edu/people/pparedes,DL7MtjMAAAAJ,0000-0003-2431-9190
Pablo Figueroa,Universidad de los Andes,https://profesores.virtual.uniandes.edu.co/pfiguero/es/inicio,1pVmx_4AAAAJ,0000-0000-0000-0000
Pablo G. Turjanski,University of Buenos Aires,https://www.dc.uba.ar/inv/lsc/PTurjanski,NOSCHOLARPAGE,0000-0000-0000-0000
Pablo Moscato,University of Newcastle,https://www.newcastle.edu.au/profile/pablo-moscato,cc3Ym4gAAAAJ,0000-0003-2570-5966
Pablo Paredes,Univ. of Maryland - College Park,https://www.umiacs.umd.edu/people/pparedes,DL7MtjMAAAAJ,0000-0003-2431-9190
Pablo Rivas 0001,Baylor University,https://www.rivas.ai,kYfaCFMAAAAJ,0000-0000-0000-0000
Pablo Royo,Polytechnic Univ. of Catalonia,https://icarus.upc.edu/en/staff-and-collaborators/staff,LZUi63wAAAAJ,0000-0000-0000-0000
Pablo de Cristóforis,University of Buenos Aires,https://www.dc.uba.ar/rrhh/profesores/decristoforis,v0TPxugAAAAJ,0000-0000-0000-0000
Padhraic Smyth,Univ. of California - Irvine,http://www.ics.uci.edu/~smyth,OsoQ-dcAAAAJ,0000-0001-9971-8378
Padma Daryanani,Middlesex University,http://www.cs.mdx.ac.uk/people/padma-daryanani,NOSCHOLARPAGE,0000-0000-0000-0000
Padma Raghavan,Vanderbilt University,https://engineering.vanderbilt.edu/bio/?pid=padma-raghavan,JDctypMAAAAJ,0009-0002-6785-2112
Padmanabhan Rajan,IIT Mandi,https://faculty.iitmandi.ac.in/~padman,3sZ-nzAAAAAJ,0000-0000-0000-0000
Padmini Srinivasan,University of Iowa,https://cs.uiowa.edu/people/padmini-srinivasan,NOSCHOLARPAGE,0000-0001-8791-403X
Padraic Edgington,University of Connecticut,http://www.cse.uconn.edu/people/faculty,eivODg0AAAAJ,0000-0000-0000-0000
Padraig Corcoran,Cardiff University,https://www.cardiff.ac.uk/people/view/155896-corcoran-padraig,eoqE1OEAAAAJ,0000-0000-0000-0000
Padraig Cunningham,University College Dublin,https://people.ucd.ie/padraig.cunningham,HqGgUVAAAAAJ,0000-0002-3499-0810
Pai H. Chou,National Tsing Hua University,http://epl.tw/people/phchou,r7I9N5cAAAAJ,0000-0000-0000-0000
Paige Rodeghero,Clemson University,http://paigerodeghero.com,vTZVpdqxruwC,0000-0000-0000-0000
Pak Ching Li,University of Manitoba,http://www.cs.umanitoba.ca/~lipakc,NOSCHOLARPAGE,0000-0000-0000-0000
Pal Schmitt,Queen's University Belfast,https://pure.qub.ac.uk/en/persons/pal-schmitt,NOSCHOLARPAGE,0000-0000-0000-0000
Palash Das,IIT Jodhpur,http://home.iitj.ac.in/~palashdas,PHUDoo4AAAAJ,0000-0000-0000-0000
Palash Dey,IIT Kharagpur,https://cse.iitkgp.ac.in/~palash,BkDCPiIAAAAJ,0000-0000-0000-0000
Palash Sarkar 0001,ISI Kolkata,https://www.isical.ac.in/~palash,VnxJWVEAAAAJ,0000-0000-0000-0000
Palash Sashittal,Virginia Tech,https://website.cs.vt.edu/people/faculty/palash-sashittal.html,--wIUdkAAAAJ,0000-0001-6581-4839
Palden Lama,University of Texas at San Antonio,http://www.cs.utsa.edu/~plama,TRXZ5jsAAAAJ,0000-0000-0000-0000
Paliath Narendran,University at Albany - SUNY,https://www.albany.edu/ceas/paliath-narendran.php,NOSCHOLARPAGE,0000-0000-0000-0000
Pallab Dasgupta,IIT Kharagpur,http://cse.iitkgp.ac.in/~pallab,Pw4jS9sAAAAJ,0000-0002-2178-8154
Pallavi Dhagat,Oregon State University,http://eecs.oregonstate.edu/people/dhagat-pallavi,mHQxTHEAAAAJ,0000-0000-0000-0000
Pallavi Jain 0001,IIT Jodhpur,https://pallavijain.weebly.com,Z6Gkk6UAAAAJ,0000-0000-0000-0000
Palle Dahlstedt,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/palle-dahlstedt.aspx,NOSCHOLARPAGE,0000-0000-0000-0000
Palvi Aggarwal,University of Texas - El Paso,https://sites.google.com/view/aggarwalpalvi/home,dmOrX9YAAAAJ,0000-0000-0000-0000
Pan He,Auburn University,https://panhe.org,Y_ABdTgAAAAJ,0000-0002-6525-6299
Pan Hu 0001,Shanghai Jiao Tong University,https://ist.sjtu.edu.cn/membershup,6FWVm1AAAAAJ,0000-0003-1701-9640
Pan Hui 0001,University of Helsinki,https://www.cs.helsinki.fi/u/panhui,dcDrhzMAAAAJ,0000-0001-6026-1083
Pan Li 0005,Georgia Institute of Technology,https://sites.google.com/view/panli-purdue/home,IroP0EwAAAAJ,0000-0003-3742-0845
Pan Peng 0001,USTC,http://staff.ustc.edu.cn/~ppeng,Ri9cLW4AAAAJ,0000-0003-2700-5699
Pan Xu 0001,NJIT,https://sites.google.com/site/panxupi,jD1CUdYAAAAJ,0000-0002-6362-6727
Pan Xu 0002,Duke University,https://panxulab.github.io,UkYBx6YAAAAJ,0000-0002-2559-8622
Pan Zhou 0002,Singapore Management University,https://panzhous.github.io,0b7ZqlcAAAAJ,0000-0003-3400-8943
Panagiota Fatourou,University of Crete,http://users.ics.forth.gr/~faturu,ZgHRkcUAAAAJ,0000-0000-0000-0000
Panagiotis Apostolellis,University of Virginia,https://engineering.virginia.edu/faculty/panagiotis-apostolellis,xum8Ti0AAAAJ,0000-0000-0000-0000
Panagiotis Bouros,University of Mainz,https://datamanagement.cs.uni-mainz.de/panagiotis-bouros,TezsWQUAAAAJ,0000-0002-8846-4330
Panagiotis Charalampopoulos,Birkbeck University of London,https://pcharalampo.github.io,lC6E73AAAAAJ,0000-0002-6024-1557
Panagiotis Demestichas,University of Piraeus,https://www.ds.unipi.gr/en/faculty/pdemest-en,0TYLd78AAAAJ,0000-0000-0000-0000
Panagiotis Frangos,NTUA,https://www.ece.ntua.gr/gr/staff/48,i8miyV0AAAAJ,0000-0000-0000-0000
Panagiotis G. Ipeirotis,New York University,https://ipeirotis.org,PA9La6oAAAAJ,0000-0002-2966-7402
Panagiotis Ilia,Cyprus University of Technology,https://www.cut.ac.cy/faculties/fet/eecei/department_staff/academic_staff/panagiotis.ilia/?languageId=1,gFjRToUAAAAJ,0000-0002-8609-1008
Panagiotis Kanellopoulos,University of Essex,https://www.essex.ac.uk/people/kanel33803/panagiotis-kanellopoulos,KQdQxm4AAAAJ,0000-0002-8093-1379
Panagiotis Karras,University of Copenhagen,https://di.ku.dk/english/staff/?pure=en/persons/710238,B6C4aBoAAAAJ,0000-0003-0509-9129
Panagiotis Manolios,Northeastern University,http://www.ccs.neu.edu/home/pete,zUW_nUIAAAAJ,0000-0003-0519-9699
Panagiotis Papadimitratos,KTH Royal Inst. of Technology,https://www.kth.se/profile/papadim,Iv2wBQ8AAAAJ,0000-0002-3267-5374
Panagiotis Rondogiannis,University of Athens,http://cgi.di.uoa.gr/~prondo,a6x5amYAAAAJ,0000-0000-0000-0000
Panagiotis Stamatopoulos,University of Athens,http://cgi.di.uoa.gr/~takis/Welcome.html,SZ4kZr0AAAAJ,0000-0000-0000-0000
Panagiotis Tsakalides,University of Crete,http://users.ics.forth.gr/~tsakalid,hSdkUuwAAAAJ,0000-0000-0000-0000
Panagiotis Tsanakas,NTUA,http://www.cslab.ntua.gr/~panag,UdV8-qIAAAAJ,0000-0000-0000-0000
Panagiotis Tsiotras,Georgia Institute of Technology,https://dcsl.gatech.edu/tsiotras.html,qmVayjgAAAAJ,0000-0000-0000-0000
Panayiotis Frangos,NTUA,https://www.ece.ntua.gr/gr/staff/48,i8miyV0AAAAJ,0000-0000-0000-0000
Panayiotis Kotzanikolaou,University of Piraeus,https://www.unipi.gr/unipi/en/pkotzani.html,BOpUZOgAAAAJ,0000-0000-0000-0000
Panayiotis Takis Mathiopoulos,University of Athens,http://gain.di.uoa.gr/index.php/the-group-members/faculty-members/p-takis-mathiopoulos,NOSCHOLARPAGE,0000-0000-0000-0000
Panayiotis Tsanakas,NTUA,http://www.cslab.ntua.gr/~panag,UdV8-qIAAAAJ,0000-0000-0000-0000
Panayiotis Tsaparas,University of Ioannina,https://cs.uoi.gr/~tsap,Rmds8IcAAAAJ,0000-0002-3490-1507
Panayiotis Zaphiris,Cyprus University of Technology,https://www.cut.ac.cy/faculties/aac/mga/staff/elected-staff/panayiotis.zaphiris/?languageId=1,VU9FlDsAAAAJ,0000-0001-8112-5099
Panayotis G. Cottis,NTUA,https://www.ece.ntua.gr/en/staff/19,NOSCHOLARPAGE,0000-0000-0000-0000
Panayotis Mavromatis,New York University,http://steinhardt.nyu.edu/faculty/Panayotis_Mavromatis,2ECioBQAAAAJ,0000-0000-0000-0000
Panayotis Tsanakas,NTUA,http://www.cslab.ntua.gr/~panag,UdV8-qIAAAAJ,0000-0000-0000-0000
Panfeng Huang,NWPU,https://teacher.nwpu.edu.cn/m/en/2005000156.html,NOSCHOLARPAGE,0000-0000-0000-0000
Pang Wei Koh,University of Washington,https://koh.pw,Nn990CkAAAAJ,0000-0000-0000-0000
Pang-Ning Tan,Michigan State University,http://www.cse.msu.edu/~ptan,xNs4D2QAAAAJ,0000-0003-3205-0339
Pangfeng Liu,National Taiwan University,https://sites.google.com/view/pangfengliu/home,24KEj7kAAAAJ,0000-0002-5466-9960
Pankaj Jalote,IIIT Delhi,https://www.iiitd.edu.in/~jalote,NOSCHOLARPAGE,0000-0000-0000-0000
Pankaj K. Agarwal,Duke University,https://users.cs.duke.edu/~pankaj,xe0eVksAAAAJ,0000-0002-9439-181X
Pankaj Kumar Agarwal,Duke University,https://users.cs.duke.edu/~pankaj,xe0eVksAAAAJ,0000-0000-0000-0000
Panlong Yang,USTC,http://cs.ustc.edu.cn/szdw/bdjs/201707/t20170705_279933.html,sst3cxoAAAAJ,0000-0003-1057-2793
Panos Constantopoulos,AUEB,https://uregister-ldap.aueb.gr/en/faculty/constantopoulos-panos,EAagfCoAAAAJ,0000-0001-6149-441X
Panos E. Trahanias,University of Crete,http://users.ics.forth.gr/~trahania/home.html,MwSYJxsAAAAJ,0000-0002-3022-2574
Panos Ipeirotis,New York University,https://ipeirotis.org,PA9La6oAAAAJ,0000-0002-2966-7402
Panos J. Antsaklis,University of Notre Dame,http://www3.nd.edu/~pantsakl,NOSCHOLARPAGE,0000-0000-0000-0000
Panos K. Chrysanthis,University of Pittsburgh,http://panos.cs.pitt.edu,AQA5QtAAAAAJ,0000-0001-7189-9816
Panos Kalnis,KAUST,https://www.kaust.edu.sa/en/study/faculty/panagiotis-kalnis,NOSCHOLARPAGE,0000-0002-5060-1360
Panos Louvieris,Brunel University London,https://www.brunel.ac.uk/people/panos-louvieris,aQziTS0AAAAJ,0000-0000-0000-0000
Panos P. Markopoulos,University of Texas at San Antonio,https://www.markopoulos.us,8NPXGZkAAAAJ,0000-0001-9686-779X
Panos Papadimitratos,KTH Royal Inst. of Technology,https://www.kth.se/profile/papadim,Iv2wBQ8AAAAJ,0000-0002-3267-5374
Panos Parpas,Imperial College London,http://www.doc.ic.ac.uk/~pp500,yXcvHysAAAAJ,0000-0000-0000-0000
Panos Patros,University of Waikato,https://www.cms.waikato.ac.nz/people/ppatros,TIQX1soAAAAJ,0000-0000-0000-0000
Panos Rondogiannis,University of Athens,http://cgi.di.uoa.gr/~prondo,a6x5amYAAAAJ,0000-0000-0000-0000
Panos Vassiliadis,University of Ioannina,https://cs.uoi.gr/~pvassil,B_Zd1P8AAAAJ,0000-0003-0085-6776
Panpan Cai,Shanghai Jiao Tong University,https://cindycia.github.io,MZfL0qUAAAAJ,0000-0000-0000-0000
Panruo Wu,University of Houston,http://www2.cs.uh.edu/~panruowu,3o2441cAAAAJ,0000-0003-1859-3580
Pantelis Sopasakis,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=P.Sopasakis,arqKr8QAAAAJ,0000-0000-0000-0000
Paola Boito,Ecole Normale Superieure de Lyon,http://www.ens-lyon.fr/en/english-ens-de-lyon-269761.kjsp,OYBSJuIAAAAJ,0000-0000-0000-0000
Paola Cascante-Bonilla,Stony Brook University,https://www.cs.stonybrook.edu/people/faculty/paolacascante-bonilla,4viWbgIAAAAJ,0000-0000-0000-0000
Paola Flocchini,University of Ottawa,http://www.site.uottawa.ca/~flocchin,LVdJjiUAAAAJ,0000-0000-0000-0000
Paola Grosso,University of Amsterdam,https://staff.fnwi.uva.nl/p.grosso,cXsfHbsAAAAJ,0000-0003-4600-9812
Paola Inverardi,GSSI,http://people.disim.univaq.it/inverard,x8XlRFgAAAAJ,0000-0001-6734-1318
Paola Quaglia,University of Trento,https://webapps.unitn.it/du/en/Persona/PER0003890/Didattica,2c1CeWUAAAAJ,0000-0000-0000-0000
Paola R. G. Accioly,UFPE,https://portal.cin.ufpe.br/staff/?alias=prga,PGjkN7oAAAAJ,0000-0002-4428-2543
Paola Velardi,Sapienza University of Rome,https://sites.google.com/a/di.uniroma1.it/paolavelardi,yf0g6zkAAAAJ,0000-0003-0884-1499
Paolo A. G. Sivilotti,Ohio State University,http://web.cse.ohio-state.edu/~paolo,NOSCHOLARPAGE,0000-0000-0000-0000
Paolo Baldan,University of Padova,https://www.math.unipd.it/~baldan,mPd-c8YAAAAJ,0000-0001-9357-5599
Paolo Bottoni,Sapienza University of Rome,https://www.di.uniroma1.it/it/docenti/bottoni-paolo,OPNZrR8AAAAJ,0000-0000-0000-0000
Paolo Bouquet,University of Trento,http://dit.unitn.it/~bouquet,zlOAzg4AAAAJ,0000-0000-0000-0000
Paolo Burelli,IT University of Copenhagen,https://pure.itu.dk/portal/en/persons/paolo-burelli(cf5e1d64-5489-4534-ba34-8dba5fd354a6).html,PBH5iDkAAAAJ,0000-0003-2804-9028
Paolo Casari,University of Trento,https://webapps.unitn.it/du/it/Persona/PER0221586/Didattica,CSaXahIAAAAJ,0000-0000-0000-0000
Paolo Cremonesi,Politecnico di Milano,http://home.deib.polimi.it/cremonesi,dTSOPCMAAAAJ,0000-0002-1253-8081
Paolo D'Arco,University of Salerno,http://www.di.unisa.it/~paodar,KSCzOIoAAAAJ,0000-0000-0000-0000
Paolo Favaro,University of Bern,http://www.cvg.unibe.ch/paolo%20favaro.html,w_XDRRsAAAAJ,0000-0003-3546-8247
Paolo Ferragina,University of Pisa,http://pages.di.unipi.it/ferragina,3EILU3MAAAAJ,0000-0003-1353-360X
Paolo Gasti,New York Tech,https://site.nyit.edu/bio/pgasti,SUk3SqAAAAAJ,0000-0000-0000-0000
Paolo Giacomazzi,Politecnico di Milano,http://home.deib.polimi.it/giacomaz,NOSCHOLARPAGE,0000-0000-0000-0000
Paolo Giorgini,University of Trento,http://disi.unitn.it/~pgiorgio,ulB0WtkAAAAJ,0000-0003-4152-9683
Paolo Guagliardo,University of Edinburgh,https://homepages.inf.ed.ac.uk/pguaglia,8AiPiU0AAAAJ,0000-0003-0756-5787
Paolo Ienne,EPFL,https://people.epfl.ch/101954,oB0wsDcAAAAJ,0000-0002-6142-7345
Paolo Liberatore,Sapienza University of Rome,http://www.diag.uniroma1.it/users/paolo%20liberatore,NOSCHOLARPAGE,0000-0000-0000-0000
Paolo Mancarella,University of Pisa,http://www.di.unipi.it/~paolo,NOSCHOLARPAGE,0000-0000-0000-0000
Paolo Milazzo,University of Pisa,http://www.di.unipi.it/~milazzo,5e72aJwAAAAJ,0000-0002-7309-6424
Paolo Papotti,EURECOM,http://www.eurecom.fr/en/people/papotti-paolo,YwoezYX7JVgJ,0000-0003-0651-4128
Paolo Rapisarda,University of Southampton,https://www.ecs.soton.ac.uk/people/pr3,RZLStBQAAAAJ,0000-0000-0000-0000
Paolo Rech,UFRGS,http://inf.ufrgs.br/~prech,1EKLRakAAAAJ,0000-0002-0821-1879
Paolo Roberto Oliveira,UFRJ,http://www.cos.ufrj.br/index.php/pt-BR/pessoas/details/18/1045-poliveir,55Or75UAAAAJ,0000-0000-0000-0000
Paolo Rocca,University of Trento,https://webapps.unitn.it/du/en/Persona/PER0000568/Didattica,NOSCHOLARPAGE,0000-0000-0000-0000
Paolo Romano 0002,Universidade de Lisboa,http://www.gsd.inesc-id.pt/~romanop,FH_Z5YgAAAAJ,0000-0001-7026-7446
Paolo Tell,IT University of Copenhagen,https://pure.itu.dk/portal/en/persons/paolo-tell(2b8ff3a4-e9b0-403d-8bd8-1bf26121c234)/publications.html,DZV2vjQAAAAJ,0000-0001-7391-0046
Paolo Tonella,Università della Svizzera italiana,http://www.inf.usi.ch/faculty/tonella,6n3gAUMAAAAJ,0000-0003-3088-0339
Paolo Turrini,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/paolo_turrini,3NJIJNgAAAAJ,0000-0003-4609-1051
Paolo Valente,Univ. of Modena and Reggio Emilia,https://personale.unimore.it/rubrica/dettaglio/paolo.valente,gWnP2y8AAAAJ,0000-0002-1842-4974
Parag Chaudhuri,IIT Bombay,https://www.cse.iitb.ac.in/~paragc,kOkSgaMAAAAJ,0000-0002-1706-5703
Parag S. Deshpande,VNIT Nagpur,https://vnit.ac.in/engineering/cse/dr-p-s-deshpande,NIztnlkAAAAJ,0000-0000-0000-0000
Parag Singla,IIT Delhi,http://www.cse.iitd.ac.in/~parags,V49BsgMAAAAJ,0009-0000-9190-9794
Parameswaran Ramanathan,University of Wisconsin - Madison,https://ramanathan.ece.wisc.edu,2E7drZAAAAAJ,0000-0000-0000-0000
Parampalli Udaya,University of Melbourne,http://people.eng.unimelb.edu.au/udaya,dT9UeiAAAAAJ,0000-0000-0000-0000
Parasara Sridhar Duggirala,University of North Carolina,http://cs.unc.edu/~psd,00S6A4IAAAAJ,0000-0002-8871-0298
Paraschos Koutris,University of Wisconsin - Madison,http://pages.cs.wisc.edu/~paris,fLBORR0AAAAJ,0000-0001-6309-1702
Parastoo Abtahi,Princeton University,https://www.cs.princeton.edu/people/profile/abtahi,u3eIIOsAAAAJ,0009-0000-2145-3445
Pardis Emami Naeini,Duke University,http://www.cs.duke.edu/~pe48,l0fXzvIAAAAJ,0000-0001-9797-2495
Pari Delir Haghighi,Monash University,https://research.monash.edu/en/persons/pari-delir-haghighi,zvNKqskAAAAJ,0000-0001-9922-1214
Parikshit Maini,University of Nevada,http://parikshitmaini.com,9GEAUlcAAAAJ,0000-0001-5229-4627
Parimala Thulasiraman,University of Manitoba,http://www.cs.umanitoba.ca/~thulasir,NOSCHOLARPAGE,0000-0000-0000-0000
Parinaz Naghizadeh,Univ. of California - San Diego,https://jacobsschool.ucsd.edu/people/profile/parinaz-naghizadeh,rbleSIcAAAAJ,0000-0002-2277-1709
Parinya Chalermsook,Aalto University,https://people.aalto.fi/new/parinya.chalermsook,Cw6NQasAAAAJ,0000-0000-0000-0000
Parinya Punpongsanon,Osaka University,https://punpongsanon.info,QEG4f_0AAAAJ,0000-0003-2720-7768
Paris Avgeriou,University of Groningen,http://www.cs.rug.nl/~paris,OlYdiYMAAAAJ,0000-0002-7101-0754
Paris Koutris,University of Wisconsin - Madison,http://pages.cs.wisc.edu/~paris,fLBORR0AAAAJ,0000-0000-0000-0000
Paris Smaragdis,Univ. of Illinois at Urbana-Champaign,http://paris.cs.illinois.edu,AYpm7KcAAAAJ,0000-0000-0000-0000
Parisa Eslambolchilar,Cardiff University,https://www.cardiff.ac.uk/people/view/634369-eslambolchilar-parisa,FWUy4HAAAAAJ,0000-0000-0000-0000
Parisa Kordjamshidi,Michigan State University,https://www.cse.msu.edu/~kordjams,Ugo3NGgAAAAJ,0000-0000-0000-0000
Paritosh K. Pandya,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~pandya,M_FgkWsAAAAJ,0000-0000-0000-0000
Parke Godfrey,York University,http://www.cs.yorku.ca/~godfrey,NOSCHOLARPAGE,0000-0000-0000-0000
Parmesh Ramanathan,University of Wisconsin - Madison,https://ramanathan.ece.wisc.edu,2E7drZAAAAAJ,0000-0000-0000-0000
Parmit K. Chilana,Simon Fraser University,http://www.cs.sfu.ca,wWhVnqkAAAAJ,0009-0007-0173-1752
Parosh Aziz Abdulla,Uppsala University,http://user.it.uu.se/~parosh,ClHyW9MAAAAJ,0000-0001-6832-6611
Parris K. Egbert,Brigham Young University,https://cs.byu.edu/faculty/egbert,7oD2ZL8AAAAJ,0000-0000-0000-0000
Parth H. Pathak,George Mason University,http://www.phpathak.com,VP4egzMAAAAJ,0000-0002-0793-002X
Parth Nagarkar,New Mexico State University,https://www.cs.nmsu.edu/~nagarkar/index.html,Vax1nQcAAAAJ,0000-0001-6284-9251
Partha Bhowmick,IIT Kharagpur,http://cse.iitkgp.ac.in/~pb,ExC8yMUAAAAJ,0000-0000-0000-0000
Partha Dasgupta,Arizona State University,http://cactus.eas.asu.edu/partha,NOSCHOLARPAGE,0000-0000-0000-0000
Partha Mukhopadhyay,CMI,http://www.cmi.ac.in/~suryajith,RPCLZDMAAAAJ,0009-0007-3656-8844
Partha P. Talukdar,IISc Bangalore,http://talukdar.net,CIZwXAcAAAAJ,0000-0000-0000-0000
Partha Pakray,National Inst. of Tech. Silchar,http://cs.nits.ac.in/partha,3pp18IYAAAAJ,0000-0000-0000-0000
Partha Pande 0001,Washington State University,http://www.eecs.wsu.edu/~pande,NOSCHOLARPAGE,0000-0000-0000-0000
Partha Pratim Chakrabarti,IIT Kharagpur,http://cse.iitkgp.ac.in/~ppchak,yq-ekN8AAAAJ,0000-0002-3553-8834
Partha Pratim Das,IIT Kharagpur,http://cse.iitkgp.ac.in/~ppd,UVYRNncAAAAJ,0000-0000-0000-0000
Partha Pratim Pande,Washington State University,http://www.eecs.wsu.edu/~pande,NOSCHOLARPAGE,0000-0002-5930-8531
Partha Pratim Roy,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/People+Faculty+Partha_Pratim_Roy.html,7SQRtWUAAAAJ,0000-0000-0000-0000
Partha Pratim Talukdar,IISc Bangalore,http://talukdar.net,CIZwXAcAAAAJ,0000-0000-0000-0000
Parthasarathy Madhusudan,Univ. of Illinois at Urbana-Champaign,http://madhu.cs.illinois.edu,V828uG8AAAAJ,0000-0000-0000-0000
Parthe Pandit,IIT Bombay,https://parthe.github.io,gp_Gdr8AAAAJ,0000-0000-0000-0000
Parvathi Chundi,University of Nebraska - Omaha,https://www.unomaha.edu/college-of-information-science-and-technology/about/faculty-staff/parvathi-chundi.php,IQATIvYAAAAJ,0000-0000-0000-0000
Parvin Mousavi,Queen’s University,http://medi.cs.queensu.ca/users/pmousavi,v3_yocgAAAAJ,0000-0002-1630-7379
Pascal Bercher,Australian National University,https://cs.anu.edu.au/people/pascal-bercher,UuK7xYsAAAAJ,0000-0002-0795-4320
Pascal Berrang,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/berrang-pascal.aspx,z46F9RgAAAAJ,0000-0002-9194-9603
Pascal Bouvry,University of Luxembourg,http://wwwen.uni.lu/snt/people/pascal_bouvry,pFbWf-MAAAAJ,0000-0001-9338-2834
