year,start,end,doi,numPages
2011,281,286,https://doi.org/10.1145/1953163.1953249,6
2011,287,292,https://doi.org/10.1145/1953163.1953250,6
2011,287,292,https://doi.org/10.1145/1953163.1953250,6
2011,293,298,https://doi.org/10.1145/1953163.1953251,6
2011,293,298,https://doi.org/10.1145/1953163.1953251,6
2011,299,304,https://doi.org/10.1145/1953163.1953253,6
2011,299,304,https://doi.org/10.1145/1953163.1953253,6
2011,305,310,https://doi.org/10.1145/1953163.1953254,6
2011,305,310,https://doi.org/10.1145/1953163.1953254,6
2011,311,316,https://doi.org/10.1145/1953163.1953255,6
2011,311,316,https://doi.org/10.1145/1953163.1953255,6
2011,323,328,https://doi.org/10.1145/1953163.1953263,6
2011,323,328,https://doi.org/10.1145/1953163.1953263,6
2011,329,334,https://doi.org/10.1145/1953163.1953264,6
2011,329,334,https://doi.org/10.1145/1953163.1953264,6
2011,335,340,https://doi.org/10.1145/1953163.1953265,6
2011,335,340,https://doi.org/10.1145/1953163.1953265,6
2011,341,346,https://doi.org/10.1145/1953163.1953267,6
2011,341,346,https://doi.org/10.1145/1953163.1953267,6
2011,347,352,https://doi.org/10.1145/1953163.1953268,6
2011,347,352,https://doi.org/10.1145/1953163.1953268,6
2011,353,358,https://doi.org/10.1145/1953163.1953269,6
2011,353,358,https://doi.org/10.1145/1953163.1953269,6
2011,359,364,https://doi.org/10.1145/1953163.1953271,6
2011,359,364,https://doi.org/10.1145/1953163.1953271,6
2011,365,370,https://doi.org/10.1145/1953163.1953272,6
2011,365,370,https://doi.org/10.1145/1953163.1953272,6
2011,371,376,https://doi.org/10.1145/1953163.1953273,6
2011,371,376,https://doi.org/10.1145/1953163.1953273,6
2011,377,382,https://doi.org/10.1145/1953163.1953275,6
2011,377,382,https://doi.org/10.1145/1953163.1953275,6
2011,383,388,https://doi.org/10.1145/1953163.1953276,6
2011,383,388,https://doi.org/10.1145/1953163.1953276,6
2011,389,394,https://doi.org/10.1145/1953163.1953277,6
2011,389,394,https://doi.org/10.1145/1953163.1953277,6
2011,399,404,https://doi.org/10.1145/1953163.1953283,6
2011,399,404,https://doi.org/10.1145/1953163.1953283,6
2011,405,410,https://doi.org/10.1145/1953163.1953284,6
2011,405,410,https://doi.org/10.1145/1953163.1953284,6
2011,411,416,https://doi.org/10.1145/1953163.1953285,6
2011,411,416,https://doi.org/10.1145/1953163.1953285,6
2011,417,422,https://doi.org/10.1145/1953163.1953287,6
2011,417,422,https://doi.org/10.1145/1953163.1953287,6
2011,423,428,https://doi.org/10.1145/1953163.1953288,6
2011,423,428,https://doi.org/10.1145/1953163.1953288,6
2011,429,434,https://doi.org/10.1145/1953163.1953289,6
2011,429,434,https://doi.org/10.1145/1953163.1953289,6
2011,435,440,https://doi.org/10.1145/1953163.1953291,6
2011,435,440,https://doi.org/10.1145/1953163.1953291,6
2011,441,446,https://doi.org/10.1145/1953163.1953292,6
2011,441,446,https://doi.org/10.1145/1953163.1953292,6
2011,447,452,https://doi.org/10.1145/1953163.1953293,6
2011,447,452,https://doi.org/10.1145/1953163.1953293,6
2011,453,458,https://doi.org/10.1145/1953163.1953295,6
2011,453,458,https://doi.org/10.1145/1953163.1953295,6
2011,459,464,https://doi.org/10.1145/1953163.1953296,6
2011,459,464,https://doi.org/10.1145/1953163.1953296,6
2011,465,470,https://doi.org/10.1145/1953163.1953297,6
2011,465,470,https://doi.org/10.1145/1953163.1953297,6
2011,471,476,https://doi.org/10.1145/1953163.1953299,6
2011,471,476,https://doi.org/10.1145/1953163.1953299,6
2011,477,482,https://doi.org/10.1145/1953163.1953300,6
2011,477,482,https://doi.org/10.1145/1953163.1953300,6
2011,483,488,https://doi.org/10.1145/1953163.1953301,6
2011,483,488,https://doi.org/10.1145/1953163.1953301,6
2011,493,498,https://doi.org/10.1145/1953163.1953307,6
2011,493,498,https://doi.org/10.1145/1953163.1953307,6
2011,499,504,https://doi.org/10.1145/1953163.1953308,6
2011,499,504,https://doi.org/10.1145/1953163.1953308,6
2011,505,510,https://doi.org/10.1145/1953163.1953309,6
2011,505,510,https://doi.org/10.1145/1953163.1953309,6
2011,511,516,https://doi.org/10.1145/1953163.1953310,6
2011,511,516,https://doi.org/10.1145/1953163.1953310,6
2011,517,522,https://doi.org/10.1145/1953163.1953312,6
2011,517,522,https://doi.org/10.1145/1953163.1953312,6
2011,523,528,https://doi.org/10.1145/1953163.1953313,6
2011,523,528,https://doi.org/10.1145/1953163.1953313,6
2011,529,534,https://doi.org/10.1145/1953163.1953314,6
2011,529,534,https://doi.org/10.1145/1953163.1953314,6
2011,535,540,https://doi.org/10.1145/1953163.1953315,6
2011,535,540,https://doi.org/10.1145/1953163.1953315,6
2011,541,546,https://doi.org/10.1145/1953163.1953317,6
2011,541,546,https://doi.org/10.1145/1953163.1953317,6
2011,547,552,https://doi.org/10.1145/1953163.1953318,6
2011,547,552,https://doi.org/10.1145/1953163.1953318,6
2011,553,558,ttp://dx.doi.org/10.1145/1953163.1953319,6
2011,553,558,ttp://dx.doi.org/10.1145/1953163.1953319,6
2011,559,564,https://doi.org/10.1145/1953163.1953320,6
2011,559,564,https://doi.org/10.1145/1953163.1953320,6
2011,565,570,https://doi.org/10.1145/1953163.1953322,6
2011,565,570,https://doi.org/10.1145/1953163.1953322,6
2011,571,576,https://doi.org/10.1145/1953163.1953323,6
2011,571,576,https://doi.org/10.1145/1953163.1953323,6
2011,577,582,https://doi.org/10.1145/1953163.1953324,6
2011,577,582,https://doi.org/10.1145/1953163.1953324,6
2011,583,588,https://doi.org/10.1145/1953163.1953325,6
2011,583,588,https://doi.org/10.1145/1953163.1953325,6
2011,589,594,https://doi.org/10.1145/1953163.1953327,6
2011,589,594,https://doi.org/10.1145/1953163.1953327,6
2011,595,600,https://doi.org/10.1145/1953163.1953328,6
2011,595,600,https://doi.org/10.1145/1953163.1953328,6
2011,601,606,https://doi.org/10.1145/1953163.1953329,6
2011,601,606,https://doi.org/10.1145/1953163.1953329,6
2011,607,612,https://doi.org/10.1145/1953163.1953330,6
2011,607,612,https://doi.org/10.1145/1953163.1953330,6
2011,619,624,https://doi.org/10.1145/1953163.1953338,6
2011,619,624,https://doi.org/10.1145/1953163.1953338,6
2011,625,630,https://doi.org/10.1145/1953163.1953339,6
2011,625,630,https://doi.org/10.1145/1953163.1953339,6
2011,631,636,https://doi.org/10.1145/1953163.1953340,6
2011,631,636,https://doi.org/10.1145/1953163.1953340,6
2011,637,642,https://doi.org/10.1145/1953163.1953342,6
2011,637,642,https://doi.org/10.1145/1953163.1953342,6
2011,643,648,https://doi.org/10.1145/1953163.1953343,6
2011,643,648,https://doi.org/10.1145/1953163.1953343,6
2011,649,654,https://doi.org/10.1145/1953163.1953344,6
2011,649,654,https://doi.org/10.1145/1953163.1953344,6
2011,655,660,https://doi.org/10.1145/1953163.1953346,6
2011,655,660,https://doi.org/10.1145/1953163.1953346,6
2011,661,666,https://doi.org/10.1145/1953163.1953347,6
2011,661,666,https://doi.org/10.1145/1953163.1953347,6
2011,667,672,https://doi.org/10.1145/1953163.1953348,6
2011,667,672,https://doi.org/10.1145/1953163.1953348,6
2011,673,678,ttp://dx.doi.org/10.1145/1953163.1953350,6
2011,673,678,ttp://dx.doi.org/10.1145/1953163.1953350,6
2011,679,684,https://doi.org/10.1145/1953163.1953351,6
2011,679,684,https://doi.org/10.1145/1953163.1953351,6
2011,685,690,ttp://dx.doi.org/10.1145/1953163.1953352,6
2011,685,690,ttp://dx.doi.org/10.1145/1953163.1953352,6
2012,9,14,https://doi.org/10.1145/2157136.2157146,6
2012,9,14,https://doi.org/10.1145/2157136.2157146,6
2012,15,20,https://doi.org/10.1145/2157136.2157147,6
2012,15,20,https://doi.org/10.1145/2157136.2157147,6
2012,21,26,https://doi.org/10.1145/2157136.2157148,6
2012,21,26,https://doi.org/10.1145/2157136.2157148,6
2012,27,32,https://doi.org/10.1145/2157136.2157150,6
2012,27,32,https://doi.org/10.1145/2157136.2157150,6
2012,33,38,https://doi.org/10.1145/2157136.2157151,6
2012,33,38,https://doi.org/10.1145/2157136.2157151,6
2012,39,44,https://doi.org/10.1145/2157136.2157152,6
2012,39,44,https://doi.org/10.1145/2157136.2157152,6
2012,45,50,https://doi.org/10.1145/2157136.2157154,6
2012,45,50,https://doi.org/10.1145/2157136.2157154,6
2012,51,56,https://doi.org/10.1145/2157136.2157155,6
2012,51,56,https://doi.org/10.1145/2157136.2157155,6
2012,57,62,https://doi.org/10.1145/2157136.2157156,6
2012,57,62,https://doi.org/10.1145/2157136.2157156,6
2012,63,68,https://doi.org/10.1145/2157136.2157158,6
2012,63,68,https://doi.org/10.1145/2157136.2157158,6
2012,69,74,https://doi.org/10.1145/2157136.2157159,6
2012,69,74,https://doi.org/10.1145/2157136.2157159,6
2012,75,80,https://doi.org/10.1145/2157136.2157160,6
2012,75,80,https://doi.org/10.1145/2157136.2157160,6
2012,87,92,https://doi.org/10.1145/2157136.2157168,6
2012,87,92,https://doi.org/10.1145/2157136.2157168,6
2012,93,98,https://doi.org/10.1145/2157136.2157169,6
2012,93,98,https://doi.org/10.1145/2157136.2157169,6
2012,99,104,https://doi.org/10.1145/2157136.2157170,6
2012,99,104,https://doi.org/10.1145/2157136.2157170,6
2012,105,110,https://doi.org/10.1145/2157136.2157172,6
2012,105,110,https://doi.org/10.1145/2157136.2157172,6
2012,111,116,https://doi.org/10.1145/2157136.2157173,6
2012,111,116,https://doi.org/10.1145/2157136.2157173,6
2012,117,122,https://doi.org/10.1145/2157136.2157174,6
2012,117,122,https://doi.org/10.1145/2157136.2157174,6
2012,123,128,https://doi.org/10.1145/2157136.2157176,6
2012,123,128,https://doi.org/10.1145/2157136.2157176,6
2012,129,134,https://doi.org/10.1145/2157136.2157177,6
2012,129,134,https://doi.org/10.1145/2157136.2157177,6
2012,135,140,https://doi.org/10.1145/2157136.2157178,6
2012,135,140,https://doi.org/10.1145/2157136.2157178,6
2012,141,146,https://doi.org/10.1145/2157136.2157180,6
2012,141,146,https://doi.org/10.1145/2157136.2157180,6
2012,147,152,https://doi.org/10.1145/2157136.2157181,6
2012,147,152,https://doi.org/10.1145/2157136.2157181,6
2012,153,160,https://doi.org/10.1145/2157136.2157182,8
2012,153,160,https://doi.org/10.1145/2157136.2157182,8
2012,167,172,https://doi.org/10.1145/2157136.2157190,6
2012,167,172,https://doi.org/10.1145/2157136.2157190,6
2012,173,178,https://doi.org/10.1145/2157136.2157191,6
2012,173,178,https://doi.org/10.1145/2157136.2157191,6
2012,179,184,https://doi.org/10.1145/2157136.2157192,6
2012,179,184,https://doi.org/10.1145/2157136.2157192,6
2012,185,190,https://doi.org/10.1145/2157136.2157194,6
2012,185,190,https://doi.org/10.1145/2157136.2157194,6
2012,191,196,https://doi.org/10.1145/2157136.2157195,6
2012,191,196,https://doi.org/10.1145/2157136.2157195,6
2012,197,202,https://doi.org/10.1145/2157136.2157196,6
2012,197,202,https://doi.org/10.1145/2157136.2157196,6
2012,203,208,https://doi.org/10.1145/2157136.2157198,6
2012,203,208,https://doi.org/10.1145/2157136.2157198,6
2012,209,214,https://doi.org/10.1145/2157136.2157199,6
2012,209,214,https://doi.org/10.1145/2157136.2157199,6
2012,215,220,https://doi.org/10.1145/2157136.2157200,6
2012,215,220,https://doi.org/10.1145/2157136.2157200,6
2012,221,226,https://doi.org/10.1145/2157136.2157202,6
2012,221,226,https://doi.org/10.1145/2157136.2157202,6
2012,227,232,https://doi.org/10.1145/2157136.2157203,6
2012,227,232,https://doi.org/10.1145/2157136.2157203,6
2012,233,238,https://doi.org/10.1145/2157136.2157204,6
2012,233,238,https://doi.org/10.1145/2157136.2157204,6
2012,247,252,https://doi.org/10.1145/2157136.2157214,6
2012,247,252,https://doi.org/10.1145/2157136.2157214,6
2012,253,258,https://doi.org/10.1145/2157136.2157215,6
2012,253,258,https://doi.org/10.1145/2157136.2157215,6
2012,259,264,https://doi.org/10.1145/2157136.2157216,6
2012,259,264,https://doi.org/10.1145/2157136.2157216,6
2012,265,270,https://doi.org/10.1145/2157136.2157218,6
2012,265,270,https://doi.org/10.1145/2157136.2157218,6
2012,271,276,https://doi.org/10.1145/2157136.2157219,6
2012,271,276,https://doi.org/10.1145/2157136.2157219,6
2012,277,282,https://doi.org/10.1145/2157136.2157220,6
2012,277,282,https://doi.org/10.1145/2157136.2157220,6
2012,283,288,https://doi.org/10.1145/2157136.2157222,6
2012,283,288,https://doi.org/10.1145/2157136.2157222,6
2012,289,294,https://doi.org/10.1145/2157136.2157223,6
2012,289,294,https://doi.org/10.1145/2157136.2157223,6
2012,295,300,https://doi.org/10.1145/2157136.2157224,6
2012,295,300,https://doi.org/10.1145/2157136.2157224,6
2012,301,306,https://doi.org/10.1145/2157136.2157226,6
2012,301,306,https://doi.org/10.1145/2157136.2157226,6
2012,307,312,https://doi.org/10.1145/2157136.2157227,6
2012,307,312,https://doi.org/10.1145/2157136.2157227,6
2012,313,318,https://doi.org/10.1145/2157136.2157228,6
2012,313,318,https://doi.org/10.1145/2157136.2157228,6
2012,325,330,https://doi.org/10.1145/2157136.2157236,6
2012,325,330,https://doi.org/10.1145/2157136.2157236,6
2012,331,336,https://doi.org/10.1145/2157136.2157237,6
2012,331,336,https://doi.org/10.1145/2157136.2157237,6
2012,337,342,https://doi.org/10.1145/2157136.2157238,6
2012,337,342,https://doi.org/10.1145/2157136.2157238,6
2012,343,348,https://doi.org/10.1145/2157136.2157240,6
2012,343,348,https://doi.org/10.1145/2157136.2157240,6
2012,349,354,https://doi.org/10.1145/2157136.2157241,6
2012,349,354,https://doi.org/10.1145/2157136.2157241,6
2012,355,360,https://doi.org/10.1145/2157136.2157242,6
2012,355,360,https://doi.org/10.1145/2157136.2157242,6
2012,361,366,https://doi.org/10.1145/2157136.2157244,6
2012,361,366,https://doi.org/10.1145/2157136.2157244,6
2012,367,372,https://doi.org/10.1145/2157136.2157245,6
2012,367,372,https://doi.org/10.1145/2157136.2157245,6
2012,373,378,https://doi.org/10.1145/2157136.2157246,6
2012,373,378,https://doi.org/10.1145/2157136.2157246,6
2012,379,384,https://doi.org/10.1145/2157136.2157248,6
2012,379,384,https://doi.org/10.1145/2157136.2157248,6
2012,385,390,https://doi.org/10.1145/2157136.2157249,6
2012,385,390,https://doi.org/10.1145/2157136.2157249,6
2012,391,396,https://doi.org/10.1145/2157136.2157250,6
2012,391,396,https://doi.org/10.1145/2157136.2157250,6
2012,403,408,https://doi.org/10.1145/2157136.2157258,6
2012,403,408,https://doi.org/10.1145/2157136.2157258,6
2012,409,414,https://doi.org/10.1145/2157136.2157259,6
2012,409,414,https://doi.org/10.1145/2157136.2157259,6
2012,415,420,https://doi.org/10.1145/2157136.2157260,6
2012,415,420,https://doi.org/10.1145/2157136.2157260,6
2012,421,426,https://doi.org/10.1145/2157136.2157262,6
2012,421,426,https://doi.org/10.1145/2157136.2157262,6
2012,427,432,https://doi.org/10.1145/2157136.2157263,6
2012,427,432,https://doi.org/10.1145/2157136.2157263,6
2012,433,438,https://doi.org/10.1145/2157136.2157264,6
2012,433,438,https://doi.org/10.1145/2157136.2157264,6
2012,439,444,https://doi.org/10.1145/2157136.2157266,6
2012,439,444,https://doi.org/10.1145/2157136.2157266,6
2012,445,450,https://doi.org/10.1145/2157136.2157267,6
2012,445,450,https://doi.org/10.1145/2157136.2157267,6
2012,451,456,https://doi.org/10.1145/2157136.2157268,6
2012,451,456,https://doi.org/10.1145/2157136.2157268,6
2012,457,462,https://doi.org/10.1145/2157136.2157270,6
2012,457,462,https://doi.org/10.1145/2157136.2157270,6
2012,463,468,https://doi.org/10.1145/2157136.2157271,6
2012,463,468,https://doi.org/10.1145/2157136.2157271,6
2012,469,474,https://doi.org/10.1145/2157136.2157272,6
2012,469,474,https://doi.org/10.1145/2157136.2157272,6
2012,481,486,https://doi.org/10.1145/2157136.2157280,6
2012,481,486,https://doi.org/10.1145/2157136.2157280,6
2012,487,492,https://doi.org/10.1145/2157136.2157281,6
2012,487,492,https://doi.org/10.1145/2157136.2157281,6
2012,493,498,https://doi.org/10.1145/2157136.2157282,6
2012,493,498,https://doi.org/10.1145/2157136.2157282,6
2012,499,504,ttp://dx.doi.org/10.1145/2157136.2157283,6
2012,499,504,ttp://dx.doi.org/10.1145/2157136.2157283,6
2012,505,510,https://doi.org/10.1145/2157136.2157285,6
2012,505,510,https://doi.org/10.1145/2157136.2157285,6
2012,511,516,https://doi.org/10.1145/2157136.2157286,6
2012,511,516,https://doi.org/10.1145/2157136.2157286,6
2012,517,522,https://doi.org/10.1145/2157136.2157287,6
2012,517,522,https://doi.org/10.1145/2157136.2157287,6
2012,523,528,https://doi.org/10.1145/2157136.2157288,6
2012,523,528,https://doi.org/10.1145/2157136.2157288,6
2012,529,534,https://doi.org/10.1145/2157136.2157290,6
2012,529,534,https://doi.org/10.1145/2157136.2157290,6
2012,535,540,https://doi.org/10.1145/2157136.2157291,6
2012,535,540,https://doi.org/10.1145/2157136.2157291,6
2012,541,546,https://doi.org/10.1145/2157136.2157292,6
2012,541,546,https://doi.org/10.1145/2157136.2157292,6
2012,547,552,https://doi.org/10.1145/2157136.2157293,6
