name,affiliation,homepage,scholarid,orcid
Naser Mozayani,IUST,http://ce.iust.ac.ir/content/583/Dr-mozayani,LAAM5tEAAAAJ,0000-0000-0000-0000
Nashat Mansour,Lebanese American University,http://www.lau.edu.lb/about/governance-policies/executive-officers/nashat-mansour.php,F0bsq18AAAAJ,0000-0000-0000-0000
Nasim Ahmed,University of Sydney,https://www.sydney.edu.au/engineering/about/our-people/academic-staff/nasim-ahmed.html,MUfl2pYAAAAJ,0000-0000-0000-0000
Nasir D. Memon,New York University,http://isis.poly.edu/memon,Pz0YttAAAAAJ,0000-0002-0103-9762
Nasir M. Rajpoot,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/nasir_rajpoot,BSDXhwgAAAAJ,0000-0002-4706-1308
Nasser M. Nasrabadi,West Virginia University,https://www.statler.wvu.edu/faculty-staff/faculty/nasser-nasrabadi,PNhUilMAAAAJ,0000-0000-0000-0000
Nasser Mozayani,IUST,http://ce.iust.ac.ir/content/583/Dr-mozayani,LAAM5tEAAAAJ,0000-0000-0000-0000
Nassir Navab,TU Munich,http://campar.in.tum.de/Main/NassirNavabCv,kzoVUPYAAAAJ,0000-0002-6032-5611
Natacha Crooks,Univ. of California - Berkeley,https://nacrooks.github.io,Qajl4Z8AAAAJ,0000-0002-3567-801X
Natacha Gueorguieva,CUNY,https://www.csi.cuny.edu/campus-directory/natacha-gueorguieva,NOSCHOLARPAGE,0000-0000-0000-0000
Natacha Portier,Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/natacha.portier,NOSCHOLARPAGE,0000-0000-0000-0000
Natalia A. Schmid,West Virginia University,https://www.statler.wvu.edu/faculty-staff/faculty/natalia-schmid,NOSCHOLARPAGE,0000-0000-0000-0000
Natalia Beloff,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/109401,NOSCHOLARPAGE,0000-0000-0000-0000
Natalia Criado,King's College London,https://www.kcl.ac.uk/people/natalia-criado,9TL1eM4AAAAJ,0000-0000-0000-0000
Natalia Criado Pacheco,King's College London,https://www.kcl.ac.uk/people/natalia-criado,9TL1eM4AAAAJ,0000-0000-0000-0000
Natalia Sidorova,TU Eindhoven,http://www.win.tue.nl/~sidorova,MpuRqeQAAAAJ,0000-0002-9223-938X
Natalia Stakhanova,University of New Brunswick,https://www.cs.unb.ca/people/natalia,LRC4gpUAAAAJ,0000-0000-0000-0000
Natalia V. Andrienko,City University of London,https://www.city.ac.uk/people/academics/natalia-andrienko,t8LK29QAAAAJ,0000-0003-3313-1560
Natalia V. Shakhlevich,University of Leeds,https://eps.leeds.ac.uk/computing/staff/285/dr-natasha-shakhlevich,7fBFN4QAAAAJ,0000-0000-0000-0000
Natalia Villanueva-Rosales,University of Texas - El Paso,https://www.utep.edu/newsfeed/campus/Smart-Cities-Grant-Fosters-International-Collaborations.html,DCfeFYQAAAAJ,0000-0000-0000-0000
Natalie D. Enright Jerger,University of Toronto,http://www.eecg.utoronto.ca/~enright,CpFoJ1gAAAAJ,0000-0002-0526-2080
Natalie Jeremijenko,New York University,https://steinhardt.nyu.edu/people/natalie-jeremijenko,QAM4NuwAAAAJ,0000-0000-0000-0000
Natalie Paige Parde,University of Illinois at Chicago,https://www.cs.uic.edu/k-Teacher/natalie-parde,NmP-rOAAAAAJ,0000-0000-0000-0000
Natalie Parde,University of Illinois at Chicago,https://www.cs.uic.edu/k-Teacher/natalie-parde,NmP-rOAAAAAJ,0000-0003-0072-7499
Natalie Schluter,IT University of Copenhagen,https://pure.itu.dk/portal/en/persons/natalie-elaine-schluter(879e7ac4-e64c-4c5f-9591-421e56cd0678).html,9roj6ZEAAAAJ,0000-0000-0000-0000
Natalie Stanley,University of North Carolina,https://cs.unc.edu/person/natalie-stanley,ak3dqLoAAAAJ,0000-0000-0000-0000
Natalija Vlajic,York University,http://www.cse.yorku.ca/~vlajic,2TyoDF4AAAAJ,0000-0001-9921-0128
Natasa Milic-Frayling,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/natasa.milic-frayling,xUG2HKYAAAAJ,0000-0000-0000-0000
Natasa Przulj,MBZUAI,https://mbzuai.ac.ae/study/faculty/natasa-przulj,mLIsLdAAAAAJ,0000-0002-1290-853X
Natasa S. Zivic,University of Siegen,https://www.eti.uni-siegen.de/dcs/mitarbeiter/professoren/zivic/?lang=de,A9c1ASAAAAAJ,0000-0000-0000-0000
Natasa Sladoje,Uppsala University,http://www.cb.uu.se/~natasa,n4uDNF8AAAAJ,0000-0000-0000-0000
Natasa Zivic,University of Siegen,https://www.eti.uni-siegen.de/dcs/mitarbeiter/professoren/zivic/?lang=de,A9c1ASAAAAAJ,0000-0000-0000-0000
Natasha Alechina,Utrecht University,https://www.uu.nl/staff/NAAlechina,J1ThCVcAAAAJ,0000-0003-3306-9891
Natasha M. Costa Valentim,UFPR,https://web.inf.ufpr.br/ihc/2020/09/16/natasha-malveira-costa-valentim,hAsUoQIAAAAJ,0000-0000-0000-0000
Natasha Malveira Costa Valentim,UFPR,https://web.inf.ufpr.br/ihc/2020/09/16/natasha-malveira-costa-valentim,hAsUoQIAAAAJ,0000-0000-0000-0000
Natasha Sharygina,Università della Svizzera italiana,http://www.inf.usi.ch/faculty/sharygina,FfGdGrYAAAAJ,0000-0002-8872-4913
Natassa Ailamaki,EPFL,https://people.epfl.ch/anastasia.ailamaki,YdrkeNwAAAAJ,0000-0000-0000-0000
Nate Foster,EPFL,https://people.epfl.ch/nate.foster,AH5j40kAAAAJ,0000-0002-6557-684X
Nate Veldt,Texas A&M University,https://veldt.engr.tamu.edu,6is0_9wAAAAJ,0000-0002-0117-3304
Nathalie Revol,Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/nathalie.revol,f00lNLUAAAAJ,0000-0000-0000-0000
Nathalie Rose Lim,De La Salle University,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32742667036&command=GETPROFILE,Y--J7f8AAAAJ,0000-0000-0000-0000
Nathalie Rose T. Lim,De La Salle University,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32742667036&command=GETPROFILE,Y--J7f8AAAAJ,0000-0000-0000-0000
Nathaly Verwaal,University of Calgary,http://contacts.ucalgary.ca/info/cpsc/profiles/102-3419,NOSCHOLARPAGE,0000-0000-0000-0000
Nathan B. Jacobs,University of Kentucky,https://jacobsn.github.io,ZBgGyh8AAAAJ,0000-0000-0000-0000
Nathan Blanchard,Colorado State University,https://sites.google.com/view/nathanieltblanchard,9ctSmkYAAAAJ,0000-0000-0000-0000
Nathan D. Cahill,Rochester Inst. of Technology,https://people.rit.edu/ndcsma,O7uS3IUAAAAJ,0000-0002-6164-3291
Nathan Dautenhahn,Rice University,http://nathandautenhahn.com,zKVnPigAAAAJ,0000-0000-0000-0000
Nathan Fisher,Wayne State University,http://www.cs.wayne.edu/~fishern,30pCSfEAAAAJ,0000-0002-9733-3842
Nathan Friedman,McGill University,https://www.cs.mcgill.ca/academic/undergrad/advising,NOSCHOLARPAGE,0000-0000-0000-0000
Nathan Griffiths,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/n_e_griffiths,BMw4FZMAAAAJ,0000-0000-0000-0000
Nathan Intrator,Tel Aviv University,http://www.math.tau.ac.il/~nin,PD6q3g4AAAAJ,0000-0000-0000-0000
Nathan J. McNeese,Clemson University,https://computing.clemson.edu/trace/team.html,G1CnZ38AAAAJ,0000-0002-9143-2460
Nathan Jacobs,Washington University in St. Louis,https://engineering.washu.edu/faculty/Nathan-Jacobs.html,ZBgGyh8AAAAJ,0000-0002-4242-8967
